100
56 113
35 28 6
33 16 2
2 7 2
30 20 2
15 41 2
33 1 6
19 40 6
9 31 2
6 33 6
10 22 2
7 20 3
32 33 2
27 40 2
23 29 29
22 4 2
41 40 2
33 22 2
28 5 2
14 15 2
22 7 2
12 25 6
14 31 2
2 13 2
10 34 6
13 11 2
3 31 2
1 28 6
35 7 6
16 6 6
37 41 2
1 38 6
26 28 2
11 16 2
30 32 2
11 31 2
30 29 6
19 7 6
2 20 2
21 2 2
36 68
28 22 31
24 2 27
35 36 35
18 20 27
24 29 24
20 34 31
16 18 27
11 23 31
25 16 31
8 24 27
15 19 35
19 28 35
24 6 27
1 22 31
36 13 4
33 28 33
36 13 4
16 34 21
14 23 31
32 28 35
16 31 31
32 17 17
23 30 20
11 32 35
25 34 31
14 20 31
11 16 31
5 25 31
16 35 35
21 32 35
24 8 27
1 6 31
27 32 27
3 2 20
15 22 31
27 23 27
26 11 31
21 27 27
33 36 33
19 12 35
1 36 31
17 12 35
6 7 31
26 22 31
18 8 27
17 5 35
25 4 31
25 26 31
36 25 31
8 10 33
13 24 27
4 18 27
33 32 33
32 25 35
29 9 27
27 30 27
12 13 31
28 5 7
6 15 31
32 24 27
26 4 31
34 23 31
28 11 31
18 6 27
11 10 33
32 8 17
1 5 31
10 23 33
50 22
31 43 43
31 1 43
11 36 16
25 22 16
19 4 19
28 39 16
13 29 43
45 6 6
27 47 43
22 6 6
50 4 43
30 15 43
24 16 16
1 22 43
8 26 16
46 17 16
15 17 15
24 22 27
43 3 33
9 35 16
26 41 43
50 22 6
56 31
24 21 36
48 17 15
41 23 6
27 56 36
48 28 15
15 50 15
23 49 36
13 19 36
8 30 15
28 44 15
26 32 15
56 25 15
26 44 44
52 17 34
50 56 34
23 4 36
30 5 15
9 20 15
35 47 15
5 11 46
17 13 36
30 8 15
27 41 36
7 43 29
31 34 24
1 47 29
26 5 15
25 4 22
37 53 36
3 9 9
32 16 15
14 22
10 6 10
2 8 10
8 1 10
11 3 10
5 4 10
3 12 10
5 8 10
5 1 10
5 12 10
13 2 10
10 5 10
7 3 10
14 3 10
14 1 10
3 7 10
4 3 10
12 10 1
8 11 7
14 10 10
3 12 10
12 2 10
3 1 1
43 13
43 8 25
40 24 25
30 33 25
24 28 27
17 38 25
27 13 25
6 38 25
28 35 27
8 18 25
34 15 25
3 14 25
36 20 25
12 26 9
59 33
35 49 8
59 1 5
20 37 14
35 16 8
24 28 5
49 13 8
34 38 34
6 11 31
29 5 5
38 9 8
49 24 31
55 20 8
3 54 8
29 4 8
38 37 8
26 33 5
36 55 8
11 4 8
56 40 8
42 48 14
32 46 31
44 6 8
21 48 21
24 19 5
59 37 8
24 14 8
34 50 34
41 18 5
20 8 8
7 50 5
10 28 5
21 10 8
31 42 8
49 70
49 29 29
42 12 18
34 10 18
49 17 18
40 31 18
16 20 10
44 28 18
41 30 41
27 46 18
6 37 18
3 16 4
33 3 49
32 23 4
33 12 18
38 46 18
40 31 18
12 41 41
3 19 18
35 16 18
1 23 18
8 45 18
15 14 18
14 44 14
6 26 18
14 7 18
38 3 18
47 44 18
22 20 18
4 24 18
9 28 18
35 38 18
33 40 18
7 6 18
6 25 18
36 10 4
40 1 18
30 10 22
14 20 18
35 27 18
31 10 18
27 38 18
41 46 18
31 30 41
38 13 18
45 44 45
5 26 47
26 22 18
15 19 32
16 11 18
35 8 18
6 34 18
46 37 46
21 26 47
49 6 18
45 4 22
4 19 18
48 31 18
48 22 18
30 8 18
26 20 1
33 12 18
16 28 18
31 15 18
33 13 47
47 21 47
16 26 18
18 35 18
33 14 18
12 16 18
21 45 18
29 84
3 19 11
5 2 11
18 5 7
6 15 15
5 20 11
20 9 11
26 16 11
20 24 11
10 12 11
10 23 11
14 25 11
5 4 7
15 25 8
15 11 11
5 2 11
15 23 11
29 6 11
5 28 11
6 10 15
7 14 7
4 27 11
3 25 25
14 5 7
16 18 7
6 27 8
10 6 15
21 6 8
9 16 7
5 27 11
10 3 11
2 7 11
24 9 7
19 20 11
21 5 11
24 6 11
7 17 11
28 13 11
23 29 7
25 29 11
27 1 8
12 24 11
19 1 8
3 4 7
20 17 11
8 7 11
10 27 8
16 24 7
15 22 8
19 8 8
13 26 11
23 5 7
11 12 11
26 14 11
17 3 11
12 3 11
11 4 11
2 12 11
13 26 11
17 6 8
22 20 28
21 29 11
22 5 11
23 13 24
22 8 8
11 6 11
20 27 11
15 23 11
11 5 11
24 14 24
26 1 1
15 14 11
8 19 8
5 26 11
1 10 15
19 28 11
20 23 11
6 7 11
8 14 11
20 14 11
9 1 11
3 11 11
14 29 7
7 13 7
22 19 18
21 54
13 15 15
13 3 6
21 12 5
18 16 18
15 8 15
18 7 15
17 9 15
9 19 15
10 1 5
4 9 15
18 11 18
19 2 15
13 5 5
17 1 5
12 21 7
13 17 5
16 18 18
4 20 15
10 8 5
11 4 15
2 16 15
10 17 18
20 8 5
21 5 5
5 21 5
4 20 15
20 13 5
18 21 18
14 17 18
17 10 18
11 12 5
11 19 15
8 17 5
15 8 15
19 17 15
16 4 15
11 7 15
12 14 5
12 19 15
2 19 15
6 13 6
8 12 5
16 20 18
1 12 5
9 1 15
16 7 15
21 15 15
3 13 6
10 18 18
17 1 5
2 13 15
17 21 18
21 11 10
7 12 15
49 58
47 23 47
21 33 47
23 11 47
6 18 36
38 14 36
45 24 16
20 38 47
26 44 47
39 20 47
1 42 12
31 22 47
30 47 47
40 27 46
27 3 34
17 25 12
2 15 47
49 15 36
47 7 3
16 43 47
23 17 47
48 16 47
29 40 47
5 30 47
23 12 47
49 1 12
48 41 47
35 45 36
24 47 47
28 40 47
37 24 37
19 13 47
8 46 36
23 36 47
26 23 47
41 44 47
44 47 24
35 24 36
4 18 36
19 48 47
34 9 9
36 44 47
11 21 36
12 17 12
21 49 36
20 34 47
21 38 36
31 36 47
21 42 36
47 19 47
19 36 36
21 46 36
38 39 47
8 7 47
36 9 47
39 25 47
6 18 36
22 16 30
25 29 36
13 99
8 4 9
1 4 9
11 3 9
13 1 9
3 7 9
2 5 12
1 8 10
3 2 12
13 12 9
13 4 9
8 4 9
6 2 6
9 5 9
7 6 6
13 6 6
2 9 9
9 7 9
4 10 9
10 4 9
10 3 10
6 7 6
9 8 9
4 12 9
1 10 10
5 6 6
13 4 9
13 7 9
12 1 12
1 9 9
3 9 9
11 7 7
8 1 10
7 6 6
9 5 9
11 4 4
5 8 10
6 11 6
8 6 6
13 9 9
3 7 9
10 6 6
9 10 9
7 1 9
9 6 6
11 3 9
4 11 4
11 13 9
1 5 10
9 12 9
8 12 12
7 8 9
12 9 9
6 9 6
8 4 9
13 2 9
11 4 4
3 7 9
7 13 9
1 7 9
3 7 9
9 3 9
12 5 12
2 5 12
2 10 12
7 1 9
6 11 6
3 1 1
4 10 9
6 2 6
11 5 9
3 9 9
12 5 12
13 2 9
8 6 6
6 10 6
3 1 1
11 6 6
11 4 4
13 6 6
4 7 4
5 12 12
7 1 9
10 9 9
11 13 9
11 12 9
10 6 6
3 5 10
6 8 6
2 8 12
5 1 10
6 12 6
8 11 9
9 10 9
7 11 7
7 11 7
7 3 9
12 7 9
2 3 12
10 2 12
60 116
1 3 1
1 4 1
2 3 2
2 4 2
3 5 3
3 6 3
4 5 4
4 6 4
5 7 5
5 8 5
6 7 6
6 8 6
7 9 7
7 10 7
8 9 8
8 10 8
9 11 9
9 12 9
10 11 10
10 12 10
11 13 11
11 14 11
12 13 12
12 14 12
13 15 13
13 16 13
14 15 14
14 16 14
15 17 15
15 18 15
16 17 16
16 18 16
17 19 17
17 20 17
18 19 18
18 20 18
19 21 19
19 22 19
20 21 20
20 22 20
21 23 21
21 24 21
22 23 22
22 24 22
23 25 23
23 26 23
24 25 24
24 26 24
25 27 25
25 28 25
26 27 26
26 28 26
27 29 27
27 30 27
28 29 28
28 30 28
29 31 29
29 32 29
30 31 30
30 32 30
31 33 31
31 34 31
32 33 32
32 34 32
33 35 33
33 36 33
34 35 34
34 36 34
35 37 35
35 38 35
36 37 36
36 38 36
37 39 37
37 40 37
38 39 38
38 40 38
39 41 39
39 42 39
40 41 40
40 42 40
41 43 41
41 44 41
42 43 42
42 44 42
43 45 43
43 46 43
44 45 44
44 46 44
45 47 45
45 48 45
46 47 46
46 48 46
47 49 47
47 50 47
48 49 48
48 50 48
49 51 49
49 52 49
50 51 50
50 52 50
51 53 51
51 54 51
52 53 52
52 54 52
53 55 53
53 56 53
54 55 54
54 56 54
55 57 55
55 58 55
56 57 56
56 58 56
57 58 57
58 59 58
59 60 59
60 57 60
25 46
18 5 18
4 12 18
3 19 18
16 15 18
10 13 12
25 7 7
7 5 7
6 15 18
21 7 7
11 17 18
6 10 9
25 12 7
9 4 18
5 4 18
4 15 18
4 18 18
3 25 18
1 21 18
22 18 18
21 5 7
4 23 23
10 24 18
18 17 18
7 19 18
22 21 18
20 11 18
19 14 14
18 22 18
20 21 18
23 12 18
22 6 18
11 4 18
13 19 18
1 2 24
2 25 18
18 12 18
3 24 18
16 17 23
20 5 18
20 16 20
3 18 18
17 13 18
8 3 18
14 16 18
4 1 24
17 14 18
14 24
6 13 14
14 7 14
6 8 14
14 9 14
5 13 14
1 5 14
7 8 8
1 11 14
1 5 14
14 2 14
5 1 14
13 14 14
2 14 14
9 14 14
6 2 14
12 8 8
13 4 1
3 10 3
4 11 14
6 7 14
4 1 1
9 12 14
9 12 14
9 6 14
17 47
17 14 17
17 5 17
6 1 17
14 17 17
6 5 17
17 16 17
16 8 9
3 4 17
17 14 17
11 7 17
3 7 17
16 5 17
6 10 17
8 1 17
10 8 15
8 1 17
15 11 17
13 17 17
3 14 17
2 3 17
6 1 17
12 2 17
15 8 17
15 6 17
16 15 17
2 9 17
11 7 17
15 8 17
7 11 17
16 14 14
2 13 2
17 10 17
8 2 13
5 4 17
14 10 17
17 13 17
3 16 17
12 17 17
2 8 17
15 12 17
8 4 17
8 9 9
8 5 17
1 14 17
3 1 17
13 9 17
11 4 4
52 43
28 40 40
46 50 40
6 19 31
2 36 2
25 20 31
23 1 40
38 27 40
41 14 40
6 43 40
8 26 40
5 40 40
18 4 18
9 26 9
41 24 40
26 38 40
51 40 40
2 19 2
30 11 31
15 39 40
19 3 40
50 17 40
17 4 40
25 45 40
26 23 40
35 18 18
32 52 40
42 21 31
41 34 52
28 10 52
30 48 31
1 15 9
3 20 40
30 2 2
9 41 40
17 13 52
6 30 31
34 1 40
8 14 40
39 30 40
6 23 40
8 18 40
12 1 40
43 7 7
57 12
57 41 37
25 31 37
29 24 37
5 6 37
51 22 37
47 5 37
41 27 37
20 26 37
26 3 37
57 40 57
30 13 55
20 49 6
7 24
1 6 4
2 5 4
6 3 4
1 2 4
2 5 4
7 5 5
2 7 4
5 3 4
2 4 4
4 6 4
3 1 4
2 5 4
7 6 4
2 4 4
6 1 4
1 6 4
3 5 4
1 4 4
3 4 4
6 5 4
1 5 4
1 3 4
4 6 4
4 3 4
35 92
15 25 25
6 35 25
1 7 25
7 2 2
33 4 25
16 9 25
1 7 25
1 19 25
34 31 25
25 9 22
25 15 25
5 15 25
13 12 25
34 14 25
12 16 25
15 8 15
4 22 25
18 27 25
27 21 14
14 32 25
26 25 25
20 19 25
3 24 24
16 31 25
35 34 25
30 21 25
9 10 25
25 34 25
9 31 21
16 5 14
17 6 17
33 2 25
33 26 25
16 24 24
34 30 25
34 27 15
30 28 28
24 9 25
28 17 25
20 10 25
18 16 25
5 7 25
19 1 25
16 26 25
31 35 25
27 31 25
30 24 25
16 21 25
19 20 25
3 9 25
1 4 18
23 13 13
18 1 18
10 27 25
8 20 25
29 30 28
19 3 24
23 1 21
12 7 25
24 5 25
3 35 24
24 10 24
21 32 21
11 28 25
3 25 25
22 7 25
34 20 25
4 30 25
20 29 25
22 7 25
7 30 7
7 29 28
12 26 25
15 3 25
34 6 25
3 1 25
4 3 25
3 23 25
19 25 25
19 18 25
10 1 25
6 31 25
26 13 25
6 21 25
31 26 25
34 5 11
18 15 25
11 34 25
18 34 25
16 29 25
18 22 25
32 9 21
59 95
10 59 15
34 32 15
40 37 15
33 50 15
14 17 15
55 36 15
10 9 15
34 47 15
39 15 15
15 57 15
44 34 34
28 40 12
16 20 15
6 9 15
13 59 59
10 16 15
30 43 15
50 27 15
55 31 15
52 29 15
10 59 15
18 23 18
15 56 15
1 26 15
36 12 15
29 16 16
14 5 15
18 40 15
54 17 15
13 24 15
20 13 15
5 16 15
19 52 12
44 31 44
34 2 15
13 33 33
14 43 12
50 4 15
58 13 15
9 48 15
57 45 15
51 3 15
34 14 15
5 9 15
3 11 15
9 2 15
35 29 15
31 23 16
59 18 15
14 6 12
2 25 15
32 26 15
52 28 46
18 5 15
2 14 15
46 26 15
1 16 15
30 10 15
43 25 12
17 5 15
30 57 15
13 44 15
29 23 16
8 19 12
5 13 59
39 46 15
31 45 16
17 22 15
28 39 15
16 30 16
38 16 15
16 57 15
14 33 15
6 51 15
35 37 15
34 24 34
29 43 15
5 26 15
47 14 15
10 49 15
9 23 15
13 31 15
19 33 15
45 8 15
41 56 44
58 20 15
33 46 15
53 38 15
59 5 59
33 15 15
36 56 15
47 58 15
9 44 15
48 28 15
32 54 15
15 13
12 15 13
6 15 7
10 12 13
3 5 7
8 11 13
9 3 7
7 14 7
1 3 7
9 3 7
12 2 12
8 13 13
12 3 13
5 14 7
25 38
10 12 1
16 12 1
22 6 1
11 2 4
17 1 1
15 11 1
25 10 1
3 22 1
3 21 24
4 15 1
19 17 1
3 8 4
4 13 1
2 17 1
20 5 5
2 17 1
6 18 1
8 5 4
19 11 1
9 18 1
24 20 24
4 17 1
15 6 1
17 14 1
14 16 1
8 4 4
7 10 1
4 5 4
21 4 24
8 1 1
21 6 24
10 11 4
12 6 1
2 6 4
3 21 24
11 1 1
1 22 1
4 11 4
6 100
3 6 3
5 4 6
3 5 3
3 1 3
1 4 4
3 2 3
2 5 2
3 2 3
5 6 6
6 2 6
1 3 3
5 2 2
2 4 6
6 5 6
3 2 3
5 1 6
6 5 6
6 1 6
6 3 3
5 4 6
6 5 6
2 1 6
6 5 6
4 6 6
5 2 2
4 3 3
1 2 6
5 4 6
5 2 2
1 2 6
6 1 6
5 6 6
1 5 6
4 3 3
1 2 6
4 6 6
6 5 6
3 2 3
1 5 6
5 3 3
4 2 6
3 4 3
1 6 6
2 1 6
2 1 6
3 1 3
5 3 3
1 5 6
1 2 6
1 3 3
3 2 3
3 4 3
5 1 6
1 4 4
4 5 6
3 1 3
1 2 6
3 4 3
4 2 6
5 4 6
2 4 6
5 3 3
5 4 6
3 6 3
6 3 3
5 2 2
5 2 2
5 1 6
3 1 3
6 3 3
5 3 3
2 6 6
1 2 6
4 1 4
1 5 6
3 5 3
1 3 3
5 3 3
6 5 6
4 2 6
3 4 3
3 1 3
2 5 2
5 2 2
2 1 6
3 2 3
5 6 6
1 2 6
6 1 6
1 3 3
1 4 4
2 3 3
4 6 6
3 2 3
4 3 3
1 5 6
4 2 6
5 2 2
1 3 3
3 6 3
31 98
25 2 26
4 11 26
8 9 26
26 22 22
12 28 28
6 15 13
20 25 25
31 28 26
30 15 26
24 19 26
30 22 26
9 31 11
2 18 14
9 17 26
21 23 14
3 16 26
29 1 26
26 3 26
21 5 26
28 27 26
29 23 26
20 13 26
28 27 26
2 25 26
26 18 26
24 30 26
17 20 26
8 13 13
27 20 26
2 13 26
11 22 26
4 24 26
22 5 26
14 23 14
24 26 26
26 15 26
31 27 26
9 10 11
20 19 26
19 20 26
14 19 26
4 23 26
19 11 26
4 18 26
16 26 26
15 6 13
19 1 26
23 25 26
12 7 26
22 14 26
10 27 26
23 20 26
13 7 26
31 12 26
14 21 14
22 7 26
25 8 26
16 10 26
13 3 26
27 11 26
5 27 26
1 16 26
13 28 13
17 20 26
4 30 26
28 3 26
25 14 26
7 5 26
23 12 26
3 4 26
3 17 26
6 21 26
26 21 26
10 7 26
20 3 11
17 16 26
3 4 26
22 26 26
31 20 11
7 22 26
29 19 26
7 19 26
25 30 11
11 26 26
17 12 26
12 27 26
12 13 13
13 29 26
27 29 26
21 7 14
23 2 23
29 14 26
29 2 26
12 26 26
21 5 26
23 12 26
27 19 26
22 4 26
31 88
4 18 28
9 8 6
20 22 28
27 29 28
16 3 11
26 14 28
25 12 28
28 21 28
19 10 28
26 18 28
17 23 28
25 16 25
24 9 6
26 1 28
21 28 28
20 9 28
4 7 28
24 25 28
9 24 6
27 18 28
8 9 6
24 8 6
26 2 28
17 25 15
19 20 20
14 21 6
22 20 28
9 23 6
11 27 11
6 23 6
19 29 28
18 22 6
22 18 6
20 3 11
15 14 28
17 3 15
31 29 6
17 3 15
12 10 28
14 29 14
10 20 28
16 8 28
13 18 28
5 25 28
16 18 28
7 14 6
16 28 28
11 4 28
5 19 28
7 18 18
14 4 28
2 20 28
9 26 28
10 9 28
24 21 24
18 30 28
10 18 28
12 22 29
8 5 28
4 18 28
2 11 28
29 19 28
30 15 28
7 21 6
5 12 28
22 31 6
27 7 28
10 11 28
13 20 15
19 21 28
31 18 6
27 21 28
26 16 28
13 18 28
1 9 6
27 23 28
1 12 14
24 1 6
6 20 28
26 12 28
8 26 28
8 4 28
8 13 28
6 5 28
3 14 28
31 11 28
28 15 28
8 22 6
13 13
10 8 2
2 4 2
2 4 2
4 5 2
8 11 2
12 6 13
8 3 13
1 12 2
3 13 13
6 3 6
10 2 2
6 10 2
4 9 2
59 103
6 23 57
59 54 57
20 58 34
9 7 34
30 21 40
20 16 57
2 51 55
25 40 57
12 28 1
23 5 57
34 52 34
58 54 57
17 5 57
39 24 55
58 4 57
28 23 57
57 17 57
7 30 57
13 56 57
10 47 58
53 13 57
26 47 23
41 21 57
17 25 55
16 10 53
55 25 55
49 41 19
25 51 55
5 1 57
28 32 57
28 30 57
5 28 57
43 33 57
37 50 34
36 43 14
47 39 55
43 26 34
59 22 57
56 19 57
38 51 19
22 33 5
21 52 57
25 35 25
29 45 45
29 42 57
50 34 34
27 42 57
27 14 34
38 20 34
29 36 34
30 43 57
55 51 55
5 47 57
31 21 57
13 45 19
51 40 57
23 12 57
43 33 57
18 51 57
34 3 34
34 40 57
19 2 19
56 50 57
21 57 57
44 15 57
13 19 19
35 56 57
14 25 34
8 55 55
47 46 55
30 54 57
48 56 57
20 38 2
34 6 57
6 55 57
48 29 57
52 18 57
7 21 57
29 32 57
25 1 57
57 30 57
21 15 57
21 58 57
53 58 57
17 8 19
9 54 59
40 6 5
12 37 34
43 38 34
8 59 34
51 7 55
15 59 20
54 47 41
56 15 57
43 30 57
35 34 34
26 47 55
15 36 14
38 17 28
27 57 57
55 1 57
53 44 57
13 59 34
43 98
25 24 33
3 32 32
30 42 19
37 14 32
17 31 32
38 14 19
41 19 19
3 37 15
1 25 19
2 10 19
27 20 32
23 15 32
19 33 33
12 35 32
7 42 19
12 18 32
19 11 19
29 2 32
7 5 5
9 38 19
37 26 33
31 3 32
12 20 32
11 5 32
20 36 32
18 32 32
12 10 19
9 28 19
5 17 28
5 41 41
20 24 33
23 43 32
16 13 33
6 15 19
14 17 32
27 10 19
7 40 21
37 31 32
18 32 32
21 11 32
39 10 19
14 2 32
7 32 32
23 12 32
42 5 19
6 39 19
31 7 32
5 21 21
12 34 34
25 3 32
23 31 32
28 4 32
5 1 19
34 6 19
12 11 32
33 32 33
17 40 28
17 8 19
21 4 32
9 11 19
1 3 19
43 10 19
31 37 32
43 20 32
11 33 33
24 18 33
37 33 33
19 12 19
32 25 32
9 2 19
34 8 19
6 40 19
15 16 32
42 35 19
34 1 19
4 22 19
9 13 33
14 8 19
34 36 32
2 39 32
9 26 33
6 38 6
12 23 32
7 30 32
25 11 32
36 39 32
11 37 32
16 35 32
20 24 33
10 28 19
16 34 32
14 41 32
31 22 19
31 3 32
1 37 19
12 21 32
18 2 21
32 43 32
31 42
31 3 3
22 5 22
26 29 18
19 24 2
13 8 3
18 8 3
3 19 3
9 6 25
24 10 18
22 12 3
5 24 3
25 7 25
8 12 3
22 27 3
16 7 3
24 15 25
28 23 3
27 6 30
23 2 25
7 17 25
13 8 3
6 25 25
16 14 22
14 3 3
25 21 3
2 24 2
17 28 3
30 9 25
18 5 3
18 29 18
25 8 3
7 8 3
4 23 25
3 28 3
22 23 3
12 25 25
18 23 25
5 9 3
18 9 18
15 24 25
17 6 25
24 12 25
6 31
1 2 5
4 5 5
3 4 5
2 6 5
5 1 5
4 3 1
2 6 5
6 1 5
6 2 5
1 6 5
6 2 5
2 5 5
2 5 6
4 1 4
4 5 5
4 2 5
3 2 5
4 2 5
4 2 5
2 4 5
1 6 5
3 5 2
6 4 1
3 4 4
1 5 5
5 2 5
4 1 4
4 1 4
2 5 5
3 5 5
3 4 5
17 39
9 2 1
2 7 8
6 5 5
8 11 8
6 7 1
8 2 8
15 7 1
17 12 15
11 13 5
12 15 1
13 2 5
12 1 1
7 9 1
1 4 1
15 10 1
14 5 5
11 17 1
5 10 5
10 17 1
7 13 5
2 10 8
17 13 5
3 13 3
5 3 5
3 1 5
6 10 1
4 12 1
15 2 10
8 9 1
15 11 1
6 2 1
13 6 5
14 11 8
17 8 1
2 15 1
15 10 1
8 3 5
17 1 1
14 11 8
45 91
45 31 31
42 4 31
7 38 5
44 9 31
9 32 20
12 37 31
37 44 31
25 11 31
7 43 31
25 2 31
20 43 31
13 38 5
40 23 5
12 36 5
32 11 31
39 28 5
38 41 5
24 39 31
30 12 31
44 6 31
43 3 31
36 35 5
29 28 5
24 39 31
42 1 42
14 12 31
1 37 31
5 22 5
22 31 31
11 38 5
5 41 5
40 30 5
17 14 31
11 23 31
16 22 20
35 26 5
25 13 21
27 37 5
7 14 31
35 45 31
45 43 31
13 8 31
2 41 31
43 38 5
37 3 31
7 23 31
6 43 31
27 41 5
19 37 20
14 31 31
14 27 5
39 18 31
9 43 31
13 38 5
40 34 5
16 22 20
10 20 20
37 33 31
19 39 31
33 28 5
21 41 31
30 21 31
29 7 31
7 12 42
22 23 31
35 21 31
22 9 22
2 41 31
30 9 31
45 20 31
22 13 31
9 15 5
40 9 5
19 33 31
3 13 31
39 14 30
24 9 20
30 45 31
29 38 5
4 40 5
30 22 31
9 40 5
13 21 21
4 15 5
22 41 31
12 2 31
45 25 21
10 33 31
21 30 31
20 38 5
12 11 31
8 37
5 3 4
1 7 4
1 2 2
7 3 4
2 5 2
7 1 4
6 1 2
7 8 4
6 4 2
2 6 2
7 1 4
1 6 2
8 5 4
3 5 4
8 3 3
6 4 2
4 8 4
6 3 8
4 2 2
6 3 2
4 2 2
6 8 2
7 4 4
5 8 4
1 5 4
4 6 2
8 3 3
3 2 7
8 2 2
6 5 2
3 8 3
4 1 4
3 4 4
6 3 2
7 3 4
5 6 2
7 1 4
6 3
2 4 3
6 5 4
1 2 6
31 63
7 17 20
5 26 3
18 5 17
10 12 3
17 15 15
19 26 3
2 1 2
22 30 26
8 16 15
3 6 3
16 3 3
8 10 10
3 31 3
8 29 3
9 13 13
11 4 20
8 28 15
30 4 3
11 4 20
24 5 17
9 28 15
25 27 30
2 31 3
1 11 20
7 21 3
22 3 3
27 5 3
9 18 17
11 10 15
24 12 3
31 3 3
26 27 26
11 23 20
31 4 3
17 22 3
4 7 20
12 25 3
8 5 15
16 4 20
14 22 3
5 12 3
27 17 3
17 25 3
25 28 3
3 17 3
13 26 3
14 28 15
17 29 3
4 5 20
22 9 3
29 25 25
27 2 3
25 14 3
11 28 15
4 15 20
6 19 3
23 31 3
10 24 15
7 14 20
28 31 3
5 22 3
31 8 3
29 1 3
15 104
11 3 11
13 6 5
5 10 10
1 12 5
12 3 5
13 3 13
11 4 11
5 9 5
3 4 5
15 6 5
9 12 9
3 10 10
15 3 13
11 9 11
3 15 13
11 6 11
4 5 5
11 5 11
9 12 9
5 3 5
5 12 5
3 11 11
3 10 10
13 9 5
1 13 13
11 13 11
9 13 5
2 3 11
9 7 11
10 9 10
8 15 11
10 11 11
4 1 5
7 5 11
7 6 11
8 6 11
2 6 11
8 10 11
6 1 5
5 14 5
14 12 5
14 1 13
4 10 10
15 5 5
11 2 11
5 10 10
10 11 11
2 14 11
10 4 10
7 9 11
14 15 14
10 11 11
15 1 13
4 13 5
10 2 11
9 14 5
7 5 11
9 3 5
4 13 5
13 5 5
9 14 5
4 3 5
5 2 11
1 12 5
4 8 11
1 8 11
15 9 5
6 10 10
14 8 11
3 12 5
8 11 11
11 13 11
14 7 11
12 6 9
12 5 5
8 15 11
2 13 11
4 10 10
4 11 11
4 11 11
13 2 11
15 12 5
14 6 5
9 14 5
11 4 11
7 3 11
5 3 5
2 8 11
15 5 5
1 11 11
15 13 13
13 1 13
10 13 10
5 14 5
6 2 11
14 11 11
6 3 5
4 2 11
14 15 14
9 3 5
14 15 14
2 7 11
7 3 11
7 5 11
