1000
1001101011010101000111001011 01110101110111
0011001110110010000011100000110111101011101111101010110101101110 000101101010100001100111001000000001111101110010110111
0010010100000100010100010111100101 01001111101000101100
001 00101101100001101111111101011010010
1110110111111010111011011001011011000111100110110100000011110010 0010110110011100000110111110010001111011100100101010001110100111100000011110
1011101001000001111111001110110111101 10101101101001
111100111001 01100010100010111001011001000111101001111110011010001011110101110001101
101110111010101010100111011 011000011110001011110110100111
111110100010010010011000100011001101100010110110 00101100110001011000100001000101111001100010100100011011011000
110011011111111101011000110110101010010001 01010100101011010110111011101
1001101100010 000110101
0011010101100110011010000110111000110101101110110110001101010 10
100001001000010111111000000010101100 100100110001010010010010101110101011100110011100100010000101010
01111010111000110011 00001010111100111000011100
0100110001101111100011100110000001100001111011010111 11001001100010110011111000111111000010101000
1010010110000000010100001010011010011000001111101011100101101101111111011 0000001011011101110100100010001101
110101000111110000111101 11110110011111000001101100101010001010111110101001110010101101
010100010100010010111010010010011110100100000110010110110111110 0100000101000100101000100110111101100101110110010001001010111
1101110010010110010001 0101111101000010001
1101110100010111100100110110101111001100001000011111100101 1100111
0001010100110010100010011010011001101 1101100110011111101101010001011011010101000010001110000110011000
100101110110011010000011001010001110101100010101001101001 10010001001011011000010010110010010010110
0010011110101001110100010101110011110111111011010111100 01101010
10000100110001001001001011111010000011111 00000011001
011011 0101101111000010001100001101111111011111111011110100110000110100001110111000000
100001111101010100101 111011110000
101111001001011010101111110011100111010111011011101000011011111100111001010010 00000000000110000110110000001011100011100111
0011111 010111110000001101111111101000110101001111111111001010011100
10010101011001110111100001011111100111100001 110101001000110010101011010011111
1110011110110100001101110100000100110101100001011000001001000011101100010 10000101011000001100101110000011010000111000000111001010010011101000
0010101110101111011011111110100110010110101 110101
11000001011010100101001000010000011101000010001110110111 110111101110011101001011001001111001100110001011101
00110001011110000110000100100111010101010 010100011101101001011011110001000011010010100
000111011111100011100100100101010111011101111000001110001 1101111
010100111010000110000111000101110100000111 001001101010001001110000111110101011001110111011010000111010
0001001000000101110110100010 00001
0000001011110011101111011101010 010111
01001101011001000111010100110011010101010100100111101010 111101011101000101010101101111010011100111001001001011111001101101000010100010
10000010000001010010100000001110111 010100100100000110101011101011001101100001101010110
100110010001111011011000111100010111011010001000 1110111010000100110111000
00111101011100100110001110110111100 0000101101110000110010010000010
00101110000011011101111100101010111101000 001110101100
111111110110001111010001001000011111000010000011000001 1110010111011111110001100000
111010101001011001000100100110011 001111010101011110001110000001110000111010011111010110010000010100
001000111111011000001101000011011 100010100000000110001001111110101110100001101111100010101001111010001101100110
101 10010010111001101110110111011110100110010011101011001101110110111101001101000100
001000110100101010101000101101101000011111101110010101000011101110010 11010100111100110000001110111100010100011110011011000000001
001100000111101010010000100110110111110010010100000111001000101010 011101011100011001000010000001011011011010111111010100000110101000101
0001110 10010010010000101011001110101110110110011011110001011100
0111001110110011010 0111110111111000
11111010000 0010100010111000000000100111
10011100101001001111110101001110010001100110001111 0011
11001111110110000100010110001000 10111000000101011101111110000100
101011100000101100010111100110011110010100 11111001100001111
